Video Title,Link,Start Time,End Time,Text
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:00.000,00:00:07.000,Okay. You have to be fair to go on the line. You're wasting it for that long.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:07.000,00:00:16.000,No. We can't have no one to leave on the line.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:16.000,00:00:21.000,There's no more down the line. We'll just do it down before the line.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:21.000,00:00:25.000,It looks like that's your real problem.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:25.000,00:00:27.000,(audience laughs)
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:27.000,00:00:29.000,"- You know Dr. Fanny, what is the limitation?"
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:29.000,00:00:31.000,- The I have a question.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:31.000,00:00:35.000,(audience member speaking off mic)
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:35.000,00:00:44.000,"- It means a couple that's been the most,"
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:44.000,00:00:47.000,and then the woman discovers the chief presence.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:47.000,00:00:50.000,"In that case, you can't ex-husband,"
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:50.000,00:00:52.000,and you decide to start in the end.
MA 81  —  Messenger Audio,https://www.youtube.com/watch?v=zkcxlhET2jI,00:00:52.000,00:00:57.000,"Maybe if you want to reconcile, the woman hates his guts."
