Video Title,Link,Start Time,End Time,Text
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:03.000,00:00:06.720,"Ten years, fifty years, hundred years."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:06.720,00:00:10.000,"Whatever is left to move like, that's how long you have,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:10.000,00:00:11.000,up in the day of the journey.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:19.000,00:00:21.240,"No, before you know it, you're gonna be here."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:21.240,00:00:25.000,"Before you know it, you'll be on the dance off, and then there's a,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:25.000,00:00:29.000,let's see when your rank is decided for eternity.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:29.000,00:00:40.000,I think one of the things that the State of the government is dealing with is the ability to help us don't confuse the issue.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:40.000,00:00:44.000,It seems actually that something has led to our issue.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:44.000,00:00:52.000,"You know, these very important issues we discussed with other people like the Christian."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:52.000,00:00:55.360,"The Christians and others and some of us can say,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:55.360,00:00:59.360,"""Let's suppose a man leave 5,000 years."""
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:00:59.360,00:01:06.000,"Before judgment,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:06.000,00:01:11.400,suppose that the end of the world is the year 2000.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:11.400,00:01:14.000,"What was happening to him, you know, yeah?"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:14.000,00:01:15.000,It's interesting.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:15.000,00:01:19.600,"What was happening to him, the seven..."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:19.600,00:01:20.600,"No, yeah."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:20.600,00:01:25.600,"What was happening to him does 7,000 years."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:25.600,00:01:28.600,It seems to make sense.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:28.600,00:01:34.600,And so people have to invent limbo or the kind of political people
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:34.600,00:01:37.600,at all places like in a big waste basket.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:37.600,00:01:41.600,"When somebody dies, Allah puts it in a way but another one dies."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:41.600,00:01:46.600,"And all the thousands of his parts, he collects them and then he judges all of them."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:46.600,00:01:50.200,"I think in a very wrong way of looking at it, right?"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:50.200,00:01:54.000,"Because if we found the Quran,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:54.000,00:01:58.200,we must not use our time dimension.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:01:58.200,00:02:01.600,"Before Allah, time is not the same."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:01.600,00:02:03.600,This already shows.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:03.600,00:02:10.200,We must not look at the day of resolution in terms of our 30 times dimension.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:10.200,00:02:13.900,"That is, and it's been emphasizing our group."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:13.900,00:02:17.240,"Before enough, resolution has already taken place,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:17.240,00:02:19.280,"and people already have gone to heaven,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:19.280,00:02:21.440,and have gone to heaven.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:21.440,00:02:26.240,"But once we're stuck to our material world,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:26.240,00:02:29.120,"we are thinking of those who died about a half thousand years,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:29.120,00:02:33.480,and maybe those who need to donate so many thousand years.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:33.480,00:02:40.640,"But from the point of view, from another point of view,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:40.640,00:02:48.640,"If the restoration is like one night or the leave of our eyes after our death,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:48.640,00:02:59.640,"then we don't ask anyone the question, ""What happens to those who have been alive and who have died 5,000 years ago?"""
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:02:59.640,00:03:07.640,"Corrancy is very clearly, and the other religions also say that the final judgement of the last hour is for everyone."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:07.640,00:03:14.640,It seems to be inconsistent with the fact that people die in different centuries.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:14.640,00:03:17.640,But not the way the corran explains it.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:17.640,00:03:24.640,"Corran assumes with the rest it is one final judgement, one final hour,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:24.640,00:03:33.640,"And yet between the time of our death, and that is like the dream of our plan and so on."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:33.640,00:03:40.640,"And I think that's the meaning of the verse, that it is newer than what we think it is."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:40.640,00:03:45.640,"Because to many people, the creationists say, ""Well, I'll die now."""
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:45.640,00:03:50.640,"And suppose the world will still exist for 20,000 years."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:50.640,00:03:53.940,"I would be in lingo of 23,000 years."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:53.940,00:03:56.200,"Therefore, because I'm false."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:56.200,00:03:57.760,"But no, because I'm false."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:57.760,00:03:59.000,It's nearer.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:03:59.000,00:04:01.200,And so people are expected for it anytime.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:01.200,00:04:05.600,"Now, Christians have said that the hour is near at hand."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:05.600,00:04:07.720,And people were waiting.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:07.720,00:04:10.360,"The year 1,000, everybody talked."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:10.360,00:04:12.040,It's going to be the last chapter.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:12.040,00:04:12.680,And you're waiting.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:12.680,00:04:13.880,"Here's 2,000."
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:13.880,00:04:16.800,Everybody will wait for it.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:16.800,00:04:20.680,because it's near in the sense of years.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:20.680,00:04:23.240,And I think it is the people and it's very clear
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:23.240,00:04:26.400,when it starts to get a period of difficulty of time
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:26.400,00:04:28.840,"between me and our ancestors,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:28.840,00:04:31.120,"and we and our YouTube descendants,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:31.120,00:04:37.240,and the time between our lives now and the year after.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:37.240,00:04:39.560,"But the way this is, the growing expression,"
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:39.560,00:04:41.880,I think all the difficulties are done.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:41.880,00:04:46.200,And we believe that we need not active questions anymore.
MA 86  —  Messenger Audio,https://www.youtube.com/watch?v=iYOiVtR3OWw,00:04:46.200,00:04:53.200,"From the time we die, and to last hour, how many thousands of years it will take place."
