Video Title,Link,Start Time,End Time,Text
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:00.000,00:00:03.000,Tell us that there is no God for them.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:03.000,00:00:08.000,There was a first commit threat by Satan.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:08.000,00:00:13.000,"But I don't know if the first time they have confused, they do not know."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:13.000,00:00:17.000,They are not sure about the hereafter.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:17.000,00:00:20.000,So they are not feeling secure about the hereafter.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:20.000,00:00:24.000,So they have to rely on something else that can protect them.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:24.000,00:00:28.000,They can give them the security they want.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:28.000,00:00:35.000,that can give them the guarantee for a position they're going to have in the hereafter.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:35.000,00:00:42.660,"And the people who are chasing the last time, they're telling them to be"
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:42.660,00:00:48.420,"well, they're not in the state, they're just by following Satan."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:48.420,00:00:55.740,"That my Satan wants to provide the believers, the group, the family of the believers."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:00:55.740,00:01:04.220,They fall into this trap and these are the gossippers or whatever.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:04.220,00:01:09.220,They are talking about each other.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:09.220,00:01:13.300,Now I am coming again to the origin of something about the Bible.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:13.300,00:01:19.500,"And now as I was saying, I am going to call these verses to the first part."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:19.500,00:01:24.580,"So the four scriptures I am saying, there is no difference between them."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:24.580,00:01:27.140,And they all say the same thing was the wonder.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:27.140,00:01:28.180,Your God is one.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:28.180,00:01:34.060,"But the Christians unfortunately,"
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:34.060,00:01:38.700,they followed the purpose of Satan.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:38.700,00:01:42.160,"And Satan, this is not that he's done"
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:42.160,00:01:44.500,into making them at his.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:44.500,00:01:46.580,"So he put them, he made them out of his."
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:46.580,00:01:48.980,Or he divided them.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:48.980,00:01:54.300,And they say he's God or some of God.
MA 80  —  Messenger Audio,https://www.youtube.com/watch?v=DXLSKJn3NPI,00:01:54.300,00:01:55.300,You can see each other
