Video Title,Link,Start Time,End Time,Text
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:00:17.760,00:00:33.840,the last one that we went to reconnect with. It was extremely fortunate that out of this
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:00:33.840,00:00:44.120,"mosque, we can have the market of Iran, through the Quran's word of God. And to come to the"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:00:44.120,00:00:51.120,that the suggestion can be obtained only by Worsett and Dr. No.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:00:51.120,00:01:14.040,(inaudible)
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:14.040,00:01:16.040,That's a pretty much percent.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:16.040,00:01:17.040,"Really, really?"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:17.040,00:01:18.040,Yeah.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:18.040,00:01:38.040,"We came to the conclusion, I'm to not know it in fact."
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:41.040,00:01:45.220,"We must be absolutely positively worshiping God,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:45.220,00:01:49.400,and we must realize that the only God
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:49.400,00:01:52.340,"possesses the power to benefit you or harm you,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:52.340,00:01:54.560,"that only he is worthy of worship,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:54.560,00:01:57.640,that everyone else in the past generation
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:57.640,00:01:59.760,"is dead, helpless, powerless,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:01:59.760,00:02:02.240,"whether to be handmade with Jesus or married,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:02.240,00:02:05.200,"they are dead, they are useless, they are powerless,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:05.200,00:02:08.000,"they are helpless, and that's what the Quran says."
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:08.000,00:02:09.320,We come to that conclusion.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:10.440,00:02:14.760,And we've had some strange opposition.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:14.760,00:02:18.520,"Because of that strange opposition in Pinalier,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:18.520,00:02:22.760,the latest of the little support that we get.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:22.760,00:02:24.960,This one is really enthusiastic.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:24.960,00:02:25.960,And--
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:36.960,00:02:38.960,"and brother of some who is discovering,"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:38.960,00:02:45.420,"it is in my upper location, the most important event in the history of this man in the last"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:45.420,00:02:47.220,one thousand years.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:47.220,00:02:53.160,"So we do need this support once in the party, however, I'm surprised because this is not"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:53.160,00:02:57.200,supposed to be appreciated until about three or four generations from now.
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:02:57.200,00:03:04.480,"The present generation usually, contemporary generations usually do not appreciate the"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:03:04.480,00:03:10.240,"discoveries, but I don't claim any part of it, just got the wind to bring the"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:03:10.240,00:03:16.480,world of this time. Now we'll come to this conclusion as a very small minority to the
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:03:16.480,00:03:20.800,extent that this is probably the only host in the world that only
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:03:20.800,00:03:30.720,"constellates God alone and no other names are mentioned with God, which is an agreement with"
MA 95  —  Messenger Audio,https://www.youtube.com/watch?v=fJA-7u-DyIo,00:03:32.240,00:03:35.240,"The man in the Quran, the master, belongs to Allah,"
