Video Title,Link,Start Time,End Time,Text
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:10.000,00:00:23.000,Those who weren't from usury stand like when it was struck by the devil's touch.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:23.000,00:00:27.000,This is because they claim their usury is a form of trade.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:27.000,00:00:30.440,The God permits straight and driven usury.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:30.440,00:00:33.340,"Whoever he is, this,"
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:33.340,00:00:37.500,"abolition from the Lord is a state of usury,"
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:37.500,00:00:41.600,makes use of his fast-running and his judgment with God.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:41.600,00:00:44.140,"I said, ""Those who return are usury,"
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:44.140,00:00:46.180,"""they will deserve God,"
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:46.180,00:00:49.960,"""or they will be a, they will abide forever."""
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:49.960,00:00:53.420,God diminishes usury and augments charity.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:53.420,00:00:57.860,And God just likes to guilty disbelievers.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:00:57.860,00:01:01.380,This is-- and everybody's heard about high interest rates.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:01.380,00:01:04.060,This is what's killing this country.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:04.060,00:01:05.620,We could just see the crisis.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:05.620,00:01:08.780,"We're in now 17%, 18%."
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:08.780,00:01:14.620,So we're being punished for this vicious cycle of inflation.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:14.620,00:01:17.100,And wages go off and inflation goes off.
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:17.100,00:01:20.060,And it's all-- everybody recognizes
MA 90  —  Messenger Audio,https://www.youtube.com/watch?v=NnXuNU8oGGU,00:01:20.060,00:01:22.700,that it's tied to use rate.
