Video Title,Link,Start Time,End Time,Text
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:02.000,00:00:04.600,"The whole life, I didn't drink tea."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:04.600,00:00:06.400,Then the tea made me awake.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:06.400,00:00:08.400,Are you trying to give us more than one?
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:08.400,00:00:10.400,"No, no, no, no."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:10.400,00:00:14.200,What was the cure?
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:14.200,00:00:15.600,"A new song for you, Tom."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:15.600,00:00:16.800,Interesting hour.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:16.800,00:00:18.400,You said you did one day.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:18.400,00:00:20.400,I didn't have to do one day.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:20.400,00:00:21.200,"It is, yes."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:21.200,00:00:22.400,He's been hitting on him.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:22.400,00:00:24.400,Never had to do anything.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:24.400,00:00:26.800,I didn't do anything.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:26.800,00:00:27.800,I didn't do anything.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:27.800,00:00:30.600,"I don't get it, hit it, but I get..."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:30.600,00:00:32.600,You're not coming to the room?
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:32.600,00:00:33.600,"I don't know, I don't know."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:33.600,00:00:34.800,What are you doing?
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:34.800,00:00:36.000,I don't know.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:36.000,00:00:37.000,I'm trying to make it.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:37.000,00:00:38.000,"Oh, it's a lot of people."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:38.000,00:00:39.000,I'm trying to make it.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:39.000,00:00:41.000,Sometimes I drink it.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:41.000,00:00:44.600,"I don't know, sometimes I drink it to settle my stomach."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:44.600,00:00:45.600,"Well, yeah, that's..."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:45.600,00:00:47.600,"What, like, '50s?"
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:47.600,00:00:49.600,It depends on the 'maybe'.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:49.600,00:00:50.600,But it's not so bad.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:50.600,00:00:52.600,"This is, you know, the..."
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:52.600,00:00:53.600,...hard.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:53.600,00:00:54.600,...carlin.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:54.600,00:00:55.600,...the 'maybe' of you.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:55.600,00:00:56.600,No.
MA 97  —  Messenger Audio,https://www.youtube.com/watch?v=c9EUugYkMNk,00:00:56.600,00:00:58.600,No.
