NA1904_ID	NA1904_Text	NA27_ID	NA28_ID	SBLGNT_ID	SBLGNT_Text	MARBLE_ID
42012058021	σε	42012058020	42012058020	42012058020	σε	04201205800040
42012058022	πρὸς	42012058021	42012058021	42012058021	πρὸς	04201205800042
42012058023	τὸν	42012058022	42012058022	42012058022	τὸν	04201205800044
42012058024	κριτήν,	42012058023	42012058023	42012058023	κριτήν,	04201205800046
42012058025	καὶ	42012058024	42012058024	42012058024	καὶ	04201205800048
42012058026	ὁ	42012058025	42012058025	42012058025	ὁ	04201205800050
42012058027	κριτής	42012058026	42012058026	42012058026	κριτής	04201205800052
42012058028	σε	42012058027	42012058027	42012058027	σε	04201205800054
42012058029	παραδώσει	42012058028	42012058028	42012058028	παραδώσει	04201205800056
42012058030	τῷ	42012058029	42012058029	42012058029	τῷ	04201205800058
42012058031	πράκτορι,	42012058030	42012058030	42012058030	πράκτορι,	04201205800060
42012058032	καὶ	42012058031	42012058031	42012058031	καὶ	04201205800062
42012058033	ὁ	42012058032	42012058032	42012058032	ὁ	04201205800064
42012058034	πράκτωρ	42012058033	42012058033	42012058033	πράκτωρ	04201205800066
42012058035	σε	42012058034	42012058034	42012058034	σε	04201205800068
42012058036	βαλεῖ	42012058035	42012058035	42012058035	βαλεῖ	04201205800070
42012058037	εἰς	42012058036	42012058036	42012058036	εἰς	04201205800072
42012058038	φυλακήν.	42012058037	42012058037	42012058037	φυλακήν.	04201205800074
42012059001	λέγω	42012059001	42012059001	42012059001	λέγω	04201205900002
42012059002	σοι,	42012059002	42012059002	42012059002	σοι,	04201205900004
42012059003	οὐ	42012059003	42012059003	42012059003	οὐ	04201205900006
42012059004	μὴ	42012059004	42012059004	42012059004	μὴ	04201205900008
42012059005	ἐξέλθῃς	42012059005	42012059005	42012059005	ἐξέλθῃς	04201205900010
42012059006	ἐκεῖθεν	42012059006	42012059006	42012059006	ἐκεῖθεν	04201205900012
42012059007	ἕως	42012059007	42012059007	42012059007	ἕως	04201205900014
42012059008	καὶ	42012059008	42012059008	42012059008	καὶ	04201205900016
42012059009	τὸ	42012059009	42012059009	42012059009	τὸ	04201205900018
42012059010	ἔσχατον	42012059010	42012059010	42012059010	ἔσχατον	04201205900020
42012059011	λεπτὸν	42012059011	42012059011	42012059011	λεπτὸν	04201205900022
42012059012	ἀποδῷς.	42012059012	42012059012	42012059012	ἀποδῷς.	04201205900024
42013001001	Παρῆσαν	42013001001	42013001001	42013001001	Παρῆσαν	04201300100002
42013001002	δέ	42013001002	42013001002	42013001002	δέ	04201300100004
42013001003	τινες	42013001003	42013001003	42013001003	τινες	04201300100006
42013001004	ἐν	42013001004	42013001004	42013001004	ἐν	04201300100008
42013001005	αὐτῷ	42013001005	42013001005	42013001005	αὐτῷ	04201300100010
42013001006	τῷ	42013001006	42013001006	42013001006	τῷ	04201300100012
42013001007	καιρῷ	42013001007	42013001007	42013001007	καιρῷ	04201300100014
42013001008	ἀπαγγέλλοντες	42013001008	42013001008	42013001008	ἀπαγγέλλοντες	04201300100016
42013001009	αὐτῷ	42013001009	42013001009	42013001009	αὐτῷ	04201300100018
42013001010	περὶ	42013001010	42013001010	42013001010	περὶ	04201300100020
42013001011	τῶν	42013001011	42013001011	42013001011	τῶν	04201300100022
42013001012	Γαλιλαίων	42013001012	42013001012	42013001012	Γαλιλαίων	04201300100024
42013001013	ὧν	42013001013	42013001013	42013001013	ὧν	04201300100026
42013001014	τὸ	42013001014	42013001014	42013001014	τὸ	04201300100028
42013001015	αἷμα	42013001015	42013001015	42013001015	αἷμα	04201300100030
42013001016	Πειλᾶτος	42013001016	42013001016	42013001016	Πιλᾶτος	04201300100032
42013001017	ἔμιξεν	42013001017	42013001017	42013001017	ἔμιξεν	04201300100034
42013001018	μετὰ	42013001018	42013001018	42013001018	μετὰ	04201300100036
42013001019	τῶν	42013001019	42013001019	42013001019	τῶν	04201300100038
42013001020	θυσιῶν	42013001020	42013001020	42013001020	θυσιῶν	04201300100040
42013001021	αὐτῶν.	42013001021	42013001021	42013001021	αὐτῶν.	04201300100042
42013002001	καὶ	42013002001	42013002001	42013002001	καὶ	04201300200002
42013002002	ἀποκριθεὶς	42013002002	42013002002	42013002002	ἀποκριθεὶς	04201300200004
42013002003	εἶπεν	42013002003	42013002003	42013002003	εἶπεν	04201300200006
42013002004	αὐτοῖς	42013002004	42013002004	42013002004	αὐτοῖς·	04201300200008
42013002005	Δοκεῖτε	42013002005	42013002005	42013002005	Δοκεῖτε	04201300200010
42013002006	ὅτι	42013002006	42013002006	42013002006	ὅτι	04201300200012
42013002007	οἱ	42013002007	42013002007	42013002007	οἱ	04201300200014
42013002008	Γαλιλαῖοι	42013002008	42013002008	42013002008	Γαλιλαῖοι	04201300200016
42013002009	οὗτοι	42013002009	42013002009	42013002009	οὗτοι	04201300200018
42013002010	ἁμαρτωλοὶ	42013002010	42013002010	42013002010	ἁμαρτωλοὶ	04201300200020
42013002011	παρὰ	42013002011	42013002011	42013002011	παρὰ	04201300200022
42013002012	πάντας	42013002012	42013002012	42013002012	πάντας	04201300200024
42013002013	τοὺς	42013002013	42013002013	42013002013	τοὺς	04201300200026
