Video Title,Link,Start Time,End Time,Text
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:00:10.000,00:00:22.000,"Whatever, that's up to you."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:00:22.000,00:00:25.000,You want to stop and take a voice by the way?
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:00:25.000,00:00:37.000,"I think that you know, I understand that there are issues that we can't understand. But again, it's like, I don't think the life is right."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:00:37.000,00:00:49.000,Other people are seeing what they want. They're doing this at the same age as men. And that's being a fair thing. A lot of people are out.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:05.000,00:01:07.000,"Okay, just put this in perspective."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:07.000,00:01:12.000,"You said that God, God schemes."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:12.000,00:01:14.000,"Okay, I'm going to take it."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:14.000,00:01:17.000,"Yeah, you said God would scheme against you, right?"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:17.000,00:01:21.400,"I'm feeling like, okay, my name is, and I, um,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:21.400,00:01:23.400,"said for you to wrap up the show,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:23.400,00:01:27.200,"I'm gonna start, uh, fight on something like that."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:27.200,00:01:28.700,"Again, I'm gonna take this fight on,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:28.700,00:01:30.000,"because I'm gonna take this, uh,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:30.000,00:01:30.500,"I'm gonna take this, uh, pie,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:30.500,00:01:32.600,"and change something, or, um,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:32.600,00:01:35.400,"go pay the, the, the, the, the, the, the,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:35.400,00:01:36.400,the pain I might have told you
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:36.400,00:01:38.200,"that I need something to eat,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:38.200,00:01:39.200,"or something like that,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:39.200,00:01:41.700,"and so to me, that's being just honest."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:41.700,00:01:43.800,"And then also, um,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:43.800,00:01:52.800,"I was thinking if you thought to happen to me, I wanted to hear them."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:52.800,00:01:56.800,And I needed to get out.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:56.800,00:01:59.800,And I would pay the officials.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:01:59.800,00:02:03.800,"You know, I'd pay the best dollars up at the time, the hundredth of the time."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:03.800,00:02:07.800,And then I would pay the officials to get out of jail or private jail.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:07.800,00:02:10.800,Then we'd get out of jail and get down and get hunted down.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:10.800,00:02:17.800,And so I'm worried about these other people not here and seeing me make this private
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:17.800,00:02:25.300,"to George or who never had where I was, because he directly had a girlfriend and"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:25.300,00:02:28.300,a girlfriend because he had a daughter.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:28.300,00:02:33.800,"But mostly, men, you know, people serious don't think like shit, they think that they"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:33.800,00:02:35.800,try to marry a man or a man.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:35.800,00:02:38.800,you read that it's not the thing on the web.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:38.800,00:02:41.800,"It's probably a big deal, and then they're going to--"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:41.800,00:02:44.800,so that's not a mistake.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:44.800,00:02:48.800,"Also, to put this in terms of what happened to--"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:48.800,00:02:51.800,"I also sent you the ""22-0"" schemes."
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:51.800,00:02:53.800,You're very correct.
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:53.800,00:02:57.800,"You go to the market, you buy a tennis,"
MA 70  —  Messenger Audio,https://www.youtube.com/watch?v=zUTpuo0E8o0,00:02:57.800,00:03:00.800,and then you'll go out and get the--
